"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341672983666.773","345518187124.258","360972729108.088","371443792801.221","386201894261.097","404131157971.839","424292172591.888","447595803845.168","472551496524.812","501157112083.21","533080839338.435","551926590209.204","565118761799.138","583165573678.672","607029126570.398","634173917960.629","677575754793.361","725601154982.985","777527231173.721","813865742297.954","855757323488.8","870857777172.805","890244811237.087","909700809390.511","936226883353.395","977158901320.088","1019632514733.42","1062265603571.56","1118715683484.7","1180890364777.32","",
"Euro area","EMU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10215099272401.1","10486992436989.9","10631791857411.9","10559930758638.2","10818439002287.4","11083285454814.9","11273766642770.2","11581857810568.6","11933888528805.9","12284087901983.2","12759054451566","13044672490150","13174248424262.2","13274259274893.8","13581228578422.6","13815319450832.7","14267110310158.5","14700221164164.8","14761497496688.8","14086341752724.4","14382270960020.4","14616636905963.4","14478123315162.4","14437354059860.3","14639075768548.7","14940471764040.8","15227348671959.8","15621433200434.3","15917633411035.6","16124859968446.4","",
"Eritrea","ERI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1071810559037.45","1099098861745.17","1109311859263.72","1097869397695.25","1124033770640.84","1155028934361.57","1185758761596.29","1229662431735.18","1283681961655.53","1341325588662.77","1411691457691.08","1467212560547.74","1507282461761.17","1552228039651.79","1600700943011.48","1659159064468.6","1727229833294.58","1789491079331.52","1805366463232.82","1737426336090.88","1740258518772.04","1726086315344.15","1675003804024.25","1650960895580.02","1673808674544.33","1738002127216.83","1790686208811.44","1843934791509.93","1888743276275.32","1925576166873.09","",
"Estonia","EST","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17837079852.4385","17544119852.7836","18338285764.6826","19243458591.127","21754062965.9978","22696079345.6578","22604515883.1661","24889045417.2611","26377310356.046","28171599697.5274","30303257337.7337","32354016858.5456","35424509258.5516","38867332204.8416","41810980732.8107","39683243796.8299","33955417037.708","34868929265.2771","37464550079.9083","38635259714.2046","39155361681.7935","40325059521.4509","41069011172.0749","42378216126.0458","44708659794.2006","46655929718.4478","48987067019.2555","",
"Ethiopia","ETH","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36730641303.2171","34108999236.3378","31150903048.923","35245014518.8282","36369317998.9629","38597852110.458","43394088288.0723","44754018593.8074","43206362362.9037","45436737792.0504","48196209693.7879","52197124695.351","52987767961.0667","51842511686.7387","58878890054.1649","65837648261.6517","72970977757.3938","81330654830.8309","90105030164.1105","98036573378.2232","110340691113.094","122674900424.815","133283594734.983","147388024659.877","162506340914.728","179394752299.826","196317925147.112","215094143811.298","229755278555.775","248972206952.337","",
"European Union","EUU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12040856073455.3","12206053156967.7","12324636557722.2","12263644682874.1","12591488910219.5","12944332468826.7","13205481839085.1","13544833435730.5","13947255518542.2","14345619664078.2","14904993871943.7","15241699426485.1","15433796029905.7","15601502112011.2","16032437979148.4","16365953790202.5","16964945971923.5","17530240207581","17683096362572.1","16926284711333.1","17279716939907.9","17597638241688.8","17469984815823.9","17468973946438.6","17758098699743.9","18182310664922.6","18569586648256.1","19115988633799.8","19551328860784.1","19885625358956.1","",
"Fragile and conflict affected situations","FCS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163889938797.759","154242839327.34","149161062095.732","148173618802.507","154045816993.745","160541724939.264","166429078694.626","176970356448.284","186627948232.326","194801460544.968","206048054936.645","211425948574.958","215035304461.413","219344147922.763","228100566547.816","234441421414.233","243883337862.683","256807536621.482","258820895024.553","237922537911.958","245502651598.564","251757236330.744","248238813829.026","246000453589.363","245102777868.249","246435301698.423","253363726127.752","261649156452.376","265619914252.527","268662685203.317","",
"Fiji","FJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6157509970.83864","5991256972.00023","6356723761.71788","6492124038.78021","6823222339.34274","6993802798.10278","7329505362.49973","7168256290.79645","7261443654.94422","7900450603.57999","7766143068.45791","7921465941.22405","8174952781.13785","8256702255.38345","8694307450.52925","8755167637.67167","8917355706.12564","8841499835.46937","8932814334.75437","8809002159.72157","9069279317.19904","9314616294.42973","9446074813.80062","9893272728.63449","10447606765.0283","10917959913.4876","11184877062.4316","11783674116.4674","12232942861.6157","12178465322.2497","",
"France","FRA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1973816904026.88","1994505976079.76","2026404961347.96","2013665635202.62","2061154761264.3","2104577010782.19","2134314550777.43","2184178467553.29","2262561193995.7","2339971869869.44","2431784626048.91","2480024458530.87","2508185917022.41","2528832319196.01","2600392025810.35","2643642265549.77","2708393619489.03","2774065021193.99","2781137387896.74","2701226582740.82","2753885310030.67","2814269770646.62","2823082227287.57","2839352403214.17","2866501809690.81","2898403462073.66","2930154440276.88","2997296584981.45","3051034034242.18","3097061751546.33","",
"Faroe Islands","FRO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288703534.991066","310146531.669627","322577254.381837","348837156.111379","346972547.704548","371310815.086817","359494325.460624","337705599.306629","347331950.974964","352105814.648555","369126270.95418","377127461.011927","379190339.446018","385151647.906692","373288387.686295","380910440.70132","380601692.625956","373613140.317152","364614695.529817","368600295.999419","376928414.064498","388947058.318798","381686117.798562","367640954.974105","359163979.004547","375764121.498466","379146676.532492","389316095.399316","390140096.931102","","",
"Gabon","GAB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17260994662.4262","18316073562.3695","17750080211.6484","18450596891.1479","19135622320.4339","20087399043.2221","20815577105.4381","22010051395.1041","22775524355.0805","20741072673.195","20350525244.2551","20785056460.8177","20733294776.1298","21199240332.0075","21345418222.1641","21916665016.0918","21301556639.4609","22581377173.34","21834287970.0189","21862744842.0343","23412788815.2024","25073166048.5972","26389777283.4625","27877817392.1412","29080735299.5598","30208747765.1789","30840546266.5375","30986311650.7557","31247511057.8212","32480208559.0292","",
"United Kingdom","GBR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1753489149761.64","1734146031748.46","1741101380442.72","1784451861916.61","1853082043455.94","1899995966304.84","1947334996219.33","2022401449682.87","2096115017598.33","2167974521606.6","2242498030705.11","2309198077043.72","2362871948459.66","2440524842662.13","2498461717007.92","2577906026108.73","2649786413119.95","2714190881609.08","2706559837431.44","2591589999627.37","2642113602936.4","2682806046980.55","2722482707451.2","2780729836155.16","2853236696496.16","2920445380388.64","2976464053331.19","3032781045310.89","3073442165612.38","3118396119528.6","",
"Georgia","GEO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53472492794.3576","42189796425.5254","23246578059.7522","16435330229.6694","14726056876.5503","15108933872.9646","16801134770.0551","18568453062.2446","19144985466.0236","19694304310.1334","20056352793.9576","21020151455.65","22170760241.6965","24622563246.7567","26049316774.3073","28547335298.9225","31236428810.0816","35165644643.5772","36016150958.6461","34701376458.6494","36870034735.7159","39598417257.174","42120443741.462","43645753624.9421","45580100614.0709","46957625778.7306","48322420424.5406","50662483514.4009","53129713417.5533","55776821938.1169","",
"Ghana","GHA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34631391604.3299","36460561578.1411","37875019557.922","39711958221.9868","41022452767.3752","42709467879.9898","44675154521.0397","46549883699.6612","48737910170.7811","50882376700.752","52765024658.9897","54875625697.3748","57345028622.1432","60326970152.9154","63705280475.0756","67463894517.9273","71781524737.3544","74901737810.9545","81755096249.6382","85715711258.0208","92487005491.3142","105478769494.659","115280689410.358","123710618652.114","127295058162.329","130067807704.501","134552276462.471","145509469176.384","154623426741.42","164640542787.304","",
"Gibraltar","GIB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9577121445.086","9827412140.11366","10148861612.2299","10660784861.2973","11084028585.7634","11594744400.6201","12112052627.9967","12739651165.8792","13203899500.2314","13707232681.9035","14050333017.2455","14564342879.3041","15316534310.2507","15507776750.667","15870676919.2035","16346364363.8325","16536704948.6905","17665744250.07","18396508280.2802","18190901803.6806","19067833410.8621","20137940105.6495","21329484246.2528","22168753384.993","22990649189.9495","23867730935.8529","26452321416.042","29176885979.9953","30985787171.5542","32720991253.1383","",
"Gambia, The","GMB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2164645785.69037","2231902179.27492","2307311208.03703","2376809760.64542","2380478270.48418","2401470476.234","2454868268.26543","2575156791.56203","2665287245.84253","2835865604.25871","2991838218.62775","3165364842.58532","3062490480.46268","3272883564.88624","3503621856.23188","3421226152.31383","3402218470.62299","3505756467.50142","3725073280.35841","3973376395.49199","4208136815.92033","3865996599.26781","4068635488.07832","4185517978.572","4126611731.21192","4294072680.869","4377521956.89627","4588632823.22907","4920615375.75472","5218645522.23822","",
"Guinea-Bissau","GNB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1945323523.22207","2044535023.34963","2067024908.01744","2110432431.07925","2177966269.30536","2273796785.32975","2537557212.34344","2702498431.14576","1943096919.8076","1963024105.60544","2069557175.82522","2114857853.88112","2094022749.61917","2105927482.04036","2164080605.4475","2256402425.0323","2308510834.8939","2383836515.13534","2460204322.38494","2543087989.91513","2660349037.09413","2875432396.89844","2826185354.72066","2918203244.22682","2946351087.35449","3127082706.78979","3322925818.84943","3519615667.21345","3653361062.50924","3821419107.20271","",
"Equatorial Guinea","GNQ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435949252.885629","431492810.136102","581416367.920298","645565274.428","753173488.337642","884875390.870833","1474025401.52716","3684664978.76283","4560675003.05705","5731127340.05734","6774982262.82899","11068957581.0799","13223290424.5925","15068633703.4066","20794522665.2413","24277335008.7551","26147883668.2549","30143833037.9722","35509166777.3851","35986181402.1271","32774711278.2401","34912908411.9523","37815173745.4104","36252197550.8951","36402668206.5172","33086370153.6367","30169337713.9028","28459489607.0027","26650507937.7747","25164393410.6361","",
"Greece","GRC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245163531110.793","252763601076.967","254532946296.493","250460418909.16","255469626842.114","260833773397.082","268299173444.592","280330242144.477","291248838304.028","300197739420.881","311964802474.616","324853978998.482","337597584332.088","357159780931.778","375235611581.923","377483806201.465","398820827767.635","411877211920.126","410496712969.314","392842341644.366","371318364811.485","337407736786.437","312775304996.932","302636928908.092","304875766859.709","303540917625.868","302961299104.206","307521167786.913","313469767027.809","319334378872.106","",
"Grenada","GRD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","849027655.372501","860791322.49132","853464707.85481","836746908.17528","850917686.013259","869037766.680451","907607702.536706","953128717.931638","1065154730.31057","1138632964.08696","1194288798.382","1170117586.90523","1210338314.04322","1324884410.50664","1316306442.20306","1491061764.47811","1431488952.66234","1519145476.49628","1533540027.42044","1432122710.82299","1424800800.80885","1435700196.72366","1419115795.85237","1452485151.09335","1559156772.05819","1659615483.90903","1721612314.45592","1798099078.35128","1872561109.3682","1908407296.52033","",
"Greenland","GRL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50321590504.099","52162479446.4814","54686276952.5346","56833879224.5354","59126410986.764","62052309526.4119","63887680259.9593","66675796071.1854","70005270503.8963","72698416788.2411","75322007222.4596","77078949421.5104","80059304119.4613","82085438237.5882","84672838338.6964","87433267772.3441","92136982430.53","97945347270.7979","101159012319.012","101691152188.631","104609167347.07","108963052084.671","112199099358.977","116347757661.418","121518226221.886","126490959332.292","129878138039.883","133804912953.529","138106615463.118","143416679575.654","",
"Guam","GUM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3599899545.18758","3817976642.09708","4114170909.57472","4450508721.16795","4830244958.88995","5073276152.05927","5476881525.97115","5815389259.61985","5717742797.085","5886996663.90935","5806709573.53807","5939074776.1199","6006342338.43854","5968368716.3784","6061675334.80233","5943414620.23083","6248288571.65017","6697620055.94967","6815174724.97501","7061305483.8658","7353533594.77952","7735645122.73266","8143802528.20283","8441328826.33234","8583683405.45266","8642687478.33062","8971756371.87678","9306806134.43556","9720119601.01187","10240421155.8099","",
"High income","HIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32579079006602.9","33075517381548.9","33787977736829","34239874130266.3","35376473219106.2","36435338999657","37547352751024.6","38745104197487","39820839185824.2","41147450821792.7","42861694090711.9","43528444454427.1","44241488286923.8","45298743226268.8","46913970153117.2","48334762960156","49958940290925.9","51444569509790.4","51780942902957.4","50121418036082.8","51645115043806.5","52744590472870.3","53461174792110.4","54270846897717.1","55453778948535.8","56797305049699.8","57836960197623.1","59266472271451.4","60639865909592.9","61668349745682.6","",
"Hong Kong SAR, China","HKG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164280038909.887","173647212638.469","184473945131.168","195913547873.471","207738942728.907","212670309552.714","221726955935.66","233034484256.538","219325865421.234","224823723991.861","242053257536.863","243410751499.003","247443434531.82","255006019112.245","277191472806.058","297671032089.475","318605229083.584","339202580135.32","346420455290.201","337901735347.862","360769867764.33","378139660172.427","384569100779.963","396496720916.624","407449750577.806","417178805011.51","426229192703.769","442387687745.01","454984506347.461","449299528973.21","",
"Honduras","HND","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19771799006.996","19115512017.1726","20276528553.1976","21593634710.4162","21639392377.8517","22978720276.5293","23408600728.1","24484947633.3436","25364014311.5304","25177423664.9346","27013182175.2807","27748803335.1589","28790587164.8006","30099706118.4787","31975610994.0599","33910327064.1473","36137300831.6536","38373595236.3599","39997412334.6285","39024824105.0691","40480895061.5572","42033616973.3577","43769053767.6593","44990893058.8619","46366750814.2298","48147271125.4224","50021631004.0765","52444135530.2339","54382853395.6408","55825500608.3355","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","621328541511.786","624718657708.766","620201762283.643","625509638942.609","626078373338.227","657333580088.657","691307937644.53","719215996791.021","743707968026.88","767341645211.529","787503908568.878","820505930755.897","847794660669.104","885018917792.331","933234977238.176","989491158464.845","1051271691651.49","1118729723469.5","1187181973901.03","1241087798411.25","1315351311251.53","1377844671624.46","1460094162153.89","1545527940142.11","1631832888081.72","1711743446872","1792282124441.5","1881542208593.62","1960704048506.26","2044366273145.12","",
"Croatia","HRV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68985903812.5297","73059755784.9823","77591901996.1024","79369348413.4968","78616884563.7977","80866700775.8294","83258503338.8143","87986051632.4329","92944768226.3903","96806230056.3463","100977120068.509","106019198116.352","111391853647.569","113501005930.921","105188717403.735","103803841691.427","103597926775.183","101120098219.107","100667998170.597","100324264757.163","102764039088.096","106358863898.31","110016776401.196","113105618087.93","116339223974.72","",
"Haiti","HTI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22729787917.1459","23157231746.9045","21927598275.3927","20737741887.3894","18259451229.7348","20066718302.9896","20897635622.0289","21462856880.2458","21931142151.8513","22525530493.7435","22721515956.949","22645568999.4375","22854925632.8934","23622711210.8322","23331397940.5243","24175437862.4407","24597193427.2095","25967288034.0098","26610834642.9122","28290747460.4805","27214206526.1593","28889030070.6403","29048834517.632","29944993566.7405","30963655538.0856","31464311564.4832","32006298439.2581","32738003150.2684","33284016295.9508","32724184091.3521","",
"Hungary","HUN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172504162434.594","167218323793.502","166254964788.519","171154755561.749","173704149247.674","173847301963.864","179311547034.626","186304694490.234","192026167343.024","200627386518.52","208801132073.512","218700985626.377","227633879840.305","238612328318.781","248738135687.678","258764802937.126","259391482386.691","262136594560.319","244574611494.148","247319174588.865","252110013594.7","248629323935.404","253255698119.302","263965756825.88","274047739853.661","279912349734.672","291995552826.897","307778771227.59","321869469571.819","",
"IBRD only","IBD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17729420049456.9","17808723079731.1","17891247184417","18343785214896.8","18758147387418.7","19438338175971.8","20426140717632.9","21394585826573.1","21801764867270.6","22623163413063.2","23903192972219.8","24743467631810.7","25850006980065.1","27393326262613.5","29456335000483.5","31491824858431","33991001167383.4","36859530154778.5","38865759429541.1","39727657625517.7","42667207746579.1","45198607760351.5","47492756022309.4","49891008319106.4","52184953131442.5","54386198311524.1","56934227371593.9","59848465571931.8","62592160323640.5","64946467797036.9","",
"IDA & IBRD total","IBT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19544331842704.9","19651574651511","19766135903133.6","20233512008580.7","20661576359841.2","21409967859763.8","22492882767364.4","23526480071230.9","24001378383861.9","24895318054269.9","26265893195438","27215613367045.5","28447057163352","30126421813391","32374604308332.1","34595889991573.7","37294500314293.5","40379329681498.9","42567644882875.6","43618112125937.6","46788821153921.3","49526463852426.5","52050486117721.1","54715696097360.3","57287704709464","59732829514019.1","62495011057468","65670836009219.6","68695836713529.3","71286944902492.5","",
"IDA total","IDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1853347418052.27","1883041676601.5","1917141092807.02","1930446318531.25","1943042245488.05","2012621792541.97","2109429704280.58","2174100882795.22","2244703977367.61","2318152099179.99","2408240445907.6","2521233614908.63","2649389549363.25","2787366182997.89","2975329843764.88","3164072509593.1","3365323151226.22","3582916855828.96","3767842009188.51","3964560385400.11","4197641442037.2","4405990276485.62","4640471003316.6","4913918234397.15","5199572946240.59","5449313178061.2","5666021974646.16","5931565681974.32","6218769964084.8","6460338505720.99","",
"IDA blend","IDB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","878495189751.777","897991677198.778","927661033162.946","926318618638.762","937530527187.386","960435448292.91","1004843958330.91","1024274445525.42","1052333905434.74","1077080053639.3","1117381581178.43","1165088025132.72","1238631075900.55","1302138599879.61","1399544761783.2","1483545322899.61","1569639492360.12","1658679087893.02","1721264224555.15","1814785271559.16","1915756041631.02","2003558942354.51","2093242499533","2209860670205.62","2335985730224.12","2430345323452.11","2487762350264.79","2569811888378.54","2673604377147.65","2731954230511.34","",
"Indonesia","IDN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","822263546711.531","879098261926.202","936217728784.172","997038253342.028","1072214649455.24","1160350772973.99","1251069167151.14","1309867902385.79","1137925138526.78","1146927561091.29","1203357174106.19","1247201088984.9","1303318595058.28","1365622034733.52","1434324757866.34","1515974717436.42","1599367755718.47","1700847995305.04","1803131952430.77","1886596607760.4","2004015629604","2127659069439.35","2255957989050.89","2381327523213.48","2500552696432.02","2622487705196.92","2754479325709.95","2894125530220.37","3043743300087.14","3196682696485.47","",
"IDA only","IDX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","963351056350.948","972092065102.318","973140346320.619","989500842528.684","989713695082.908","1038043180454.68","1090127884516.37","1137250354214.91","1180449055550.15","1230740745425.28","1280444101228.48","1346149240172.11","1397507790299.61","1471451656563.46","1559496139963.27","1663993996549.14","1779463260328.12","1909023353116.48","2034378198565.73","2136335484575.46","2268600127738.54","2389689042233.91","2536604489900.07","2693918199497.34","2853240131435.73","3011036281719.78","3176417713256.33","3365464761759.65","3552425351518.52","3743365995423.87","",
"Isle of Man","IMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580460084498.86","1597162883456.97","1684725677839.21","1764763224708.37","1882277467810.05","2024850421021.57","2177716954061.92","2265910589301.74","2406043922274.11","2618876686330.1","2719467508259.87","2850653703416.22","2959091866792.06","3191687775733.37","3444563175085.29","3717490748476.83","4017147736138.78","4324893995094.19","4458390414117.61","4808904112218.23","5217544812371.79","5491014323102.73","5790623774606.82","6160419170131.81","6616920252066.09","7146025965617.84","7736023725044.43","8280935377565.52","8787694409273.05","9155083977020.23","",
"Not classified","INX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93029883400.3116","94825025202.9108","97995285515.877","100633915076.665","106426229963.647","116679781878.371","125330688699.61","138996409067.568","151077063641.736","166945534114.433","182714792999.644","192359267361.254","203746582782.891","209899665225.084","224007763769.393","236776407108.206","248783103211.988","262028981267.961","250289078088.507","237576364018.783","241876447057.494","242707150218.043","243254976153.374","246542892744.988","267638799241.77","334983500690.334","347303576838.127","375592482104.011","406277902319.992","428825380011.222","",
"Iran, Islamic Rep.","IRN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487543884721.251","547918307472.956","563450299645.015","569310170838.674","560704548039.252","573503532493.057","603172496032.508","606080070173.375","619279422145.767","624577101265.722","661165243825.968","666313332504.48","714724668365.537","777152898001.116","811149523617.296","837023604275.664","878873070782.475","950551967995.284","952936489901.358","962536233523.698","1018343490474.85","1045285986669.79","967469075268.068","965591474452.691","1010041694690.24","996702628342.038","1130223330592.32","1172665437001.49","1102000869589.07","1027238753934","",
"Iraq","IRQ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138683689512.131","49860799087.8262","66111534353.6491","86136606872.9734","89456769339.3634","91353272203.2979","101421122122.484","122960874484.618","165821462955.162","194976634343.659","197718931444.537","202276978931.479","188319501892.276","125984169811.115","194214392144.677","202761024496.545","223357893097.225","226434867294.961","245066170696.412","253347689583.505","269568439691.668","289911344358.438","330314636430.742","355418548799.478","357906478641.056","366774200824.699","422569589443.415","412027987017.235","409705733534.854","427736513496.263","",
"Iceland","ISL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8756136101.73805","8736563903.44972","8441801490.16302","8552680280.51293","8861334362.88225","8871665233.72874","9277381014.56436","9811802244.81748","10508004617.3517","10932848505.8573","11467638988.379","11914740525.8675","11995900283.7623","12267983729.7951","13254600109.0363","14093616302.9811","14833365022.0415","16222557030.6226","16545707256.574","15424369088.6628","14894406955.6095","15174663137.4328","15371393177.2185","16006823690.8515","16340185508.8998","17116178463.139","18250473880.2867","19080137302.5632","19807934449.0867","20187984705.1339","",
"Israel","ISR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109904134495.149","118395454455.249","127582072711.932","132834315796.168","142701043216.367","157954141681.734","165903684683.03","172423156394.899","179176787841.602","184757422824.388","198531425297.338","198767323020.814","198737785062.173","200666452871.622","209066114634.055","217244139814.325","229332549049.763","242573023650.146","249841683214.257","252150876627.663","266274194249.852","279011413697.935","285309364116.205","297144152041.091","308311424048.413","315372039714.503","327930300729.121","339528222073.58","351254516964.066","363448978688.656","",
