"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"St. Lucia","LCA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616147216.16852","1622218726.16574","1751235003.96894","1761448202.27799","1789606011.51499","1820892366.69056","1874109547.71708","1861100788.45116","1978098353.80149","2030925517.89457","2031915564.70761","1962666582.6107","1970840117.27077","2054888791.30984","2204225961.59704","2195181918.29849","2331179086.1516","2370613744.57405","2487943050.75356","2417561641.02868","2456336002.82323","2591027009.58982","2585848797.01598","2503764191.91848","2547797039.00777","2513134651.07341","2613330036.11005","2704505166.04442","2775889561.76861","2823880207.33722","",
"Latin America & Caribbean","LCN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4776056925157.75","4943881249822.03","5087032254555.54","5306624807957.62","5584801974589.46","5624631134331.23","5854580587975.23","6167592767829.16","6337590758902.12","6371434600314.7","6599456113394.94","6626251378879.19","6663555947743.96","6831601764663.32","7206766214713.94","7490889453324.51","7870108754095.38","8281743603618.27","8587534388305.17","8408224015575.61","8952424372237.3","9361113032560.83","9608165209150.38","9891385630223.28","10045509540574.1","10118168259724.3","10125994922352.7","10325324070061.5","10490339744087.9","10572876869555.8","",
"Least developed countries: UN classification","LDC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","770293762481.481","781201060774.004","783911188026.754","782976156383.413","787005345117.487","832643988226.784","880344276778.17","920295225859.143","955144208759.862","997087493922.731","1040254446477.46","1096885693243.17","1152156201845.29","1215456709090.51","1296854864618.44","1401021551216.06","1509563719513.24","1636343632977.95","1754002018681.23","1843502104855.56","1959903280831.35","2059961032952.62","2187536527260.8","2318009115448.21","2457256534839.31","2585809028773.7","2710862589396.98","2854249096071.15","2997497527212.45","3147606254077.15","",
"Low income","LIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","506436420075.006","503549408296.846","482562259455.506","479191645892.597","471220991829.555","491873581637.513","515648515426.131","537508198187.413","552144549248.092","570193694150.9","584914394648.763","616320423826.228","640423882224.906","673656492978.241","713610071286.942","765565914439.445","820578407130.004","889064450040.412","951505680736.609","1003935458843.92","1071588385421.68","1119721039989.69","1180969425691.73","1249838994414.54","1321484618605.09","1389884048565.03","1459412491365.79","1525868964086.81","1586284899713.17","1654865403497.14","",
"Liechtenstein","LIE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67194689721.4367","70285636877.6194","73378198751.546","78441340878.5607","82833992216.2965","87389932389.3044","90710721160.7714","96521105419.8104","101056075281.333","105402032724.419","111726189639.35","109999564016.696","114360689985.598","121154022689.748","127750933465.846","135724824857.475","146132600608.463","156064979374.932","165350983211.339","171202609085.945","184926154368.37","200468703929.054","218800709391.32","226230596518.19","237453219058.268","249344124265.588","260531283845.828","269853535249.281","278776019528.962","285141773202.922","",
"Lower middle income","LMC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5061242636491.34","5057418223670.14","5148928458942.87","5160978034269.07","5219041643595.37","5423296496113.93","5700373868275.24","5896664870039.3","6154689764187.29","6490927785583.1","6770208110165.6","7081730821920.95","7392209709489.42","7870308795211.7","8443634965696.02","9000025102355.49","9627611991439.82","10292556998127","10720130055929.3","11217328001093.3","11974567272432.8","12553769379899","13180802312739","13897866324483.5","14686456339515.3","15518441736033.3","16436020383789","17368653007671.4","18304170193600.5","19054633423802.5","",
"Low & middle income","LMY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18615326625365.5","18781127108829","18887011439634.8","19322145031527.4","19704565211827.1","20388726355995.6","21413396144419.6","22406491347339.3","22846678271680.9","23719302831343.3","25043761218994.6","25964347982175.6","27158482469654.1","28795545030113","30959124287640","33122112724103.1","35723192846911.9","38705628539760.8","40804838726381.4","41875293214700.8","45017665581939.1","47683968687386.6","50170716401872.9","52795760380380.2","55315257489521","57695269231556.4","60400470151191.6","63483859752402.2","66409516334065.8","68920951403332.4","",
"Lesotho","LSO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2188033978.00091","2340465708.75391","2503277045.14641","2591136223.72012","2746082882.46062","2836454782.556","2995212171.03296","3106142956.70354","3153904739.04851","3168918117.3016","3291731022.44306","3408968728.30913","3433644069.88049","3590210575.96159","3650970373.70541","3777517478.61921","3937310051.09477","4127598817.97594","4405779727.15691","4500693807.3111","4537816645.45559","4780823758.29739","5103224669.65217","5316892221.27784","5470229733.58882","5615198690.63454","5898602456.21854","5820641497.40003","5794293025.33079","5747607213.44553","",
"Late-demographic dividend","LTE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9774612335505.72","9779121606161.16","9638890598681.96","9904605037477.69","10169468288743.3","10657800931227.4","11126365146648","11662446045591.8","11871867008079.1","12399416231071.6","13263735440341","13923494109182.8","14727623328773.6","15718990009461.8","16972992574663.5","18235264746775.6","19878519293155.3","21832830072794.1","23287164088774.4","23910010916240.5","25728249797395","27467047494052.3","29017059079311.2","30557034418195.6","32018244285078.7","33342463723447.6","34720981254202","36466091226153.6","38325568324827.4","40037705837528.6","",
"Lithuania","LTU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38689145683.4306","40684911458.2447","44066202537.0566","47360485517.7018","46819831875.5691","48550070664.6367","51718501148.4458","55210231573.4312","61043720894.8758","65053982106.4409","70084195143.6947","75280322408.6268","83642069270.2835","85828826794.8039","73093023315.0687","74299965030.7613","78786945982.1458","81815409625.6171","84719916263.8839","87716468071.6317","89492361609.8323","91746520516.3004","95675654206.7705","99442257277.8856","103756918629.745","",
"Luxembourg","LUX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25947241501.9604","28190169889.2629","28703134089.9786","29908851587.2536","31051644478.9538","31496366313.7355","31933671687.4821","33756993460.1793","35797486448.2779","38833471215.802","42033272376.9173","43097544246.0476","44743641731.7667","45472643436.8189","47115196558.1808","48609898705.2633","51127154824.6976","55398600618.3355","54689727746.8915","52306017692.8496","54850689227.8223","56243477547.5772","56045207990.3165","58093308009.7256","60589453312.413","63198696611.3278","66089784850.7526","67280181468.9465","69373157753.6469","70966644491.3061","",
"Latvia","LVA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23634997783.8888","24242281608.6702","26391019729.5532","28064419710.1799","28833677911.9793","30469116890.3557","32395621671.2087","34690135015.8504","37616065792.7372","40813908170.7619","45191235044.0834","50608020451.5704","55682537093.5974","53829812014.6099","46153832305.9262","44119914315.1693","46973965370.3055","48971168282.5669","50102488496.3958","50640405891.4069","52669503165.1229","53919310513.5885","55672076480.7301","57912494003.2744","59102063833.199","",
"Macao SAR, China","MAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16658466447.9254","17267981680.6456","19564430224.5481","20579189671.5117","21454276627.2089","22161562603.8155","22068641599.2092","22006952915.5666","21001116988.8784","20505667624.0257","21684154269.0846","22310546594.4995","24306699282.1796","27139141011.3163","34400364651.0203","37172863602.6552","42122119532.7604","48207766370.9734","49843874414.5005","50502469008.7351","63261163106.7643","76971570041.1159","84081675804.8526","93498899538.908","92375893911.2132","72427752314.8252","71907472284.8585","79017384059.024","83317938863.0259","79392947868.8732","",
"St. Martin (French part)","MAF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95519192592.6038","102411941741.127","100263606742.842","99521062801.1831","110058353329.27","104109206416.602","116990509718.462","115164636076.914","123500888939.189","124836344265.325","127224304964.792","136537082682.056","140799018979.755","149192276813.481","156349057727.153","161495505357.386","173728195010.769","179863569785.354","190517388479.65","198602484100.716","206180594669.691","216996204551.825","223527706249.322","233665635932.345","239903325892.915","250786247993.181","253444222067.983","264212938334.625","272531689700.804","279295667673.329","",
"Monaco","MCO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16816808195.5801","15828474253.3381","16089179434.1483","15036594420.6263","14530123648.0177","14836377395.875","15741396478.2773","16969225347.1499","18089194226.4708","19427794543.137","20884879160.8126","21887353329.2241","22543973981.5636","24302403984.7376","22844259675.3248","24466202131.4147","25889686484.2903","25737006167.9988","28064626385.0377","29467752649.67","29368082300.8843","30662887782.4774","32101220495.8184","33482047344.0396","34680866777.0294","",
"Madagascar","MDG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21492865720.2574","20137450040.2132","20375250155.5005","20803114757.9427","20794356376.0427","21143408844.6065","21598881104.4195","22396634183.1192","23273927051.6986","24367621725.8719","25453652252.6873","26975840668.0096","23628686153.3269","25940727603.1258","27304432592.6604","28602989111.28","30147123895.4179","31868694758.9856","34007925176.3313","32654848916.9849","32857057454.8674","33375682916.4639","34380673593.5993","35171562116.9317","36346011708.4159","37484476338.608","38981286238.0054","40514543473.3171","42363944368.8712","44419019310.214","",
"Maldives","MDV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2693418239.29936","2905084469.00141","3149051743.7659","3385063190.24354","3594113042.43188","3732335815.31919","3585146137.89585","3845728409.09508","4374517981.30638","4638465637.11097","4029479005.2589","5081636153.84346","5473626821.93833","5992818534.59784","5559607183.42897","5963519821.0012","6474398673.1052","6637384145.65576","7120656995.57128","7642574531.17312","7863028307.99502","8361350069.37826","8964243526.1207","9692930178.47413","10370143760.4013","",
"Middle East & North Africa","MEA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700446015793.93","2820773627353.48","2947893611726.5","3016688614280.62","3085726329755.12","3175633069078.35","3325536522497.1","3432705520605.37","3592290376213.93","3657062289319.82","3861220952768.47","3913905105303.09","3978348062236.76","4201328908373.94","4524932554678.94","4751026539953.05","5024036943573.65","5283588180384.02","5531651398755.34","5578934546544.59","5852692086971.23","6071450234702.08","6291602544983.37","6455931591908.63","6648725449203.51","6835819618275.81","7182039968114.79","7307374210893.17","7392460689846.51","7440717282757.51","",
"Mexico","MEX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260896136359.76","1314039817277.68","1360571312993.84","1386982122598.56","1455514028233.52","1363944281083.84","1456327755689.81","1556040365814.5","1636393125888.28","1681452098311.68","1764557090005.15","1757421395353.32","1756721159911.12","1782130070569.03","1852000098343.14","1894740687473.5","1979910757268.8","2025279337463.16","2048440119814.01","1940164816284.73","2039464743755.2","2114170499038.33","2191175410606.28","2220845940704.03","2284135014354.9","2359355041489.33","2421418640865.99","2472586343658.48","2526859417305.47","2525481573220.62","",
"Marshall Islands","MHL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159935654.947822","160076169.889373","171506979.769722","181808101.810321","192494234.623306","208304232.27372","186842754.087266","174799508.990572","173367264.411608","171191243.902256","173509306.127225","185353174.668295","192288099.540373","189180979.252041","190976832.600246","195340250.473255","196645434.738803","202090780.19191","188443398.638353","191164156.448835","205607354.593063","204052668.02768","199215927.958775","206622034.826434","204679859.361983","207936906.314459","210653946.934921","219199428.864806","227144866.211747","","",
"Middle income","MIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18162664869259.4","18329198189758.4","18447880045487.1","18882227893853.5","19267172404262.9","19933387969956.8","20935779043127.9","21908039278164.2","22335824472706.9","23190882819435.3","24496749897665.1","25390832160325.6","26561329355863.7","28166095676657.2","30289723881938","32404498556988.7","34952741962817.4","37870869812095.1","39915011371158.7","40943204713371.3","44020923824955.8","46638753590960.8","49069026945796.2","51631552946454.2","54087227356724.3","56406453747207.2","59048222502002.5","62068121528969.4","64935354139863.3","67385115534899.4","",
"North Macedonia","MKD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22537652338.042","21146906179.1682","19758569774.4969","18282748589.3677","17961307486.663","17761087817.8787","17971575160.2896","18230362488.4892","18846318244.4985","19664065253.7144","20558610282.5417","19928024946.7419","20225682974.6287","20675219339.628","21641597612.3428","22663965867.0992","23828219496.2937","25370736153.7682","26759023188.7952","26663061356.0575","27558607158.0533","28203447161.197","28074787766.7685","28896047647.7094","29944720907.1518","31099348962.0059","31985122234.3279","32331128566.9172","33268731295.3578","34333330696.8092","",
"Mali","MLI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11955670444.6368","13359888303.2237","12929878589.6608","13340036083.646","13844280649.9888","13971789575.5745","14957609065.1426","15679915647.4829","16867146746.5274","17828733278.6168","17817887173.7521","20557608171.9297","21196190850.9999","23129080396.1117","23489893740.4851","25024906330.8644","26191614229.9494","27106648868.1619","28400488545.353","29765507550.239","31347227356.9123","32354455708.3495","32083734772.5945","32820078395.4881","35145277199.1621","37314373425.8626","39498122203.1308","41593677730.7733","43567915125.3895","45637975572.3137","",
"Malta","MLT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6444752529.76253","6847967961.50012","7169201511.44501","7490435462.20284","7913727815.45632","8415655462.70249","8733543026.06679","9192663648.9","9663842930.00704","10119973888.9801","10805115745.0064","10678188412.286","10952112101.7069","11398308551.2082","11414296791.8831","11800510221.5246","12096719875.0737","12674302660.8156","13159267002.4074","13010057540.7286","13731288295.9744","13795420355.4399","14363475259.0198","15149639381.5982","16306092931.0146","17872803920.652","18568271704.5186","20056530404.5933","21095177583.7104","22133022796.1651","",
"Myanmar","MMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25613155356.3612","25446511836.9089","27904884701.6984","29590175162.173","31802916138.9703","34012599110.7081","36203934053.6803","38250029422.6577","40493857679.6731","44925963037.4497","51101454718.1873","56898402244.0692","63740727249.648","72564991547.8407","82408187103.198","93590112824.9457","105828050859.2","118518353043.788","130672772095.201","144458761437.473","158376553341.484","167232150412.767","179494732884.226","194618960916.605","210170797819.772","224867706048.056","237797744186.153","253028635780.987","270109232997.916","277909881583.393","",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1559379334968.78","1550648571515.21","1620614044214.76","1662777749955.22","1690579100382.62","1737663415447.73","1841009289811","1902669165012.2","2025199749901.99","2113248160932.68","2211015882656.59","2264962565369.03","2340856588517.6","2413759136877.41","2592946029799.8","2709985553719.99","2861943994854.77","3041060533273.41","3162246335635.65","3252238087112.28","3419009682299.59","3419998122314.98","3503209146595.74","3566252367838.98","3652640961404.95","3719179074415.02","3991859048046.86","4115715773241.2","4131295264014.23","4147812215963.67","",
"Montenegro","MNE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7645810990.52882","8020456242.35114","7266533242.75047","7491795786.62463","7574193757.0818","7718401401.22632","7910023016.11099","8260124823.79817","8605447728.33235","9342626481.30258","9978873404.5069","10699622686.3202","10079569260.32","10355182914.9168","10689491609.8565","10398331580.777","10767366346.3232","10959425168.1558","11330992290.9651","11665178727.375","12215365675.5345","12835651030.8414","13357155683.2295","",
"Mongolia","MNG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10885264183.7989","9938948872.84512","9018953479.01696","8733161643.36445","8919560734.08778","9488310002.96763","9700382635.70502","10078378763.5211","10414990224.5168","10734768856.8057","10857795978.1507","11178395264.8117","11707466305.4684","12527531538.1002","13858632620.78","14863891465.719","16135680921.3443","17789268141.8066","19372578461.3978","19126818136.2853","20344271035.8285","23861953691.6565","26801703398.7972","29923811365.185","32283371363.9943","33051662595.3843","33437836058.3048","35222426052.7844","37774864817.6805","39723696763.8747","",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6121236733.48307","6422735265.14514","6029361006.00852","6668384621.33662","7104056625.98657","7264591055.49117","8078408292.59654","8991354759.42547","9884308854.2469","11040627069.7139","11170939678.119","12521157126.4963","13684504331.7473","14625797460.571","15783635236.8726","16832601158.0554","18464416483.6883","19891669023.0327","21347292691.9843","22696056748.0606","24171834501.0452","25964752362.1171","27849388139.4062","29788710118.8997","31992631649.1491","34143585464.0944","35449309348.5047","36775580595.8018","38042063129.9955","38910790619.6002","",
"Mauritania","MRT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9441266770.30139","9610084860.66801","9790189933.79709","10365230194.4538","10047978253.7374","11034669664.3873","11676757961.8058","11204468538.3452","11515706801.4569","11938699247.4541","11470937921.295","11379228482.0013","11536430698.4784","12335705713.8405","12919524803.5578","14026248409.445","16597708408.8878","16270829363.2377","16216960032.3168","16232832523.3559","16658169993.1549","17353279325.8904","18128973199.3254","18881473009.4187","19688622611.5901","20747149754.2719","21008752479.3408","21743465320.1028","22203397805.283","23520379487.8039","",
"Mauritius","MUS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8459114515.62166","8834313994.16405","9409666237.48833","9887871397.01499","10296847887.5984","10738349600.1649","11338391813.2038","11983260290.1178","12710876684.3172","13042749071.6613","14112618620.8534","14585044274.5362","14820580873.8517","15698766314.6325","16378526015.7204","16669661364.4653","17480731171.334","18481855467.3389","19477466103.6153","20123159100.366","21003990672.3874","21860436389.0341","22624703114.3061","23384985018.5518","24260653501.9776","25122651923.0792","26086842378.4319","27081834228.7363","28100023784.0908","28947172879.1799","",
"Malawi","MWI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6314486667.98169","6865755992.88343","6362291607.10064","6978914747.0329","6264261193.88324","7312198022.4945","7847208263.26812","8144807288.17968","8462068189.69945","8719507836.30893","8856934066.8427","8416304799.10943","8559381981.84149","9047749455.80128","9538182506.38117","9849959541.44852","10312907639.1112","11302946772.7348","12166462153.8888","13179698538.7824","14085679666.8347","14769406320.3377","15047927711.9605","15830419952.735","16732753890.6381","17201270999.4091","17628557559.2948","18333705241.2908","18914884287.8534","19741320787.214","",
"Malaysia","MYS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185816846156.11","203553932656.335","221639939722.364","243571086162.895","266008956416.734","292155203375.405","321378613908.161","344912340166.918","319528809018.782","339140247578.372","369184235021.714","371095410688.772","391101120886.55","413740006476.166","441805802153.521","465363502347.553","491353342260.003","522302637436.132","547539099001.908","539251937507.257","579290570878.449","609957708757.146","643343464539.826","673540221651.772","713997909958.051","750351345032.755","783740339600.78","829296989955.658","868853851185.711","906239033556.577","",
"North America","NAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11061401467931.4","11030264054598.9","11393962183548.2","11706755533334.9","12182812136448.9","12509999631872.6","12959343929380.3","13447442541251.3","14032813079475.8","14691530714607.6","15306807350175.6","15464613234987.8","15753332915008.8","16215528155404","16832893572555.3","17443407941282.1","17959434198423.3","18367347491192.3","18359509977117.1","17887578944327.7","18353695871174.8","18662501814659","19074196521930.2","19433286819985.7","19929507696300","20470850836335.3","20795158930958.6","21301822389079.7","21908982064152.3","22373226995912.1","",
"Namibia","NAM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8385296104.14021","9070006885.97165","9722080758.60301","9568516675.41248","9734040487.22555","10113572106.7448","10436328988.9588","10876752561.1596","11234770164.9908","11613300865.8861","12018858610.015","12160434608.6216","12742756628.1742","13283023296.0485","14912790237.1352","15289973862.6701","16371460517.1475","17251270027.3054","17708396247.2199","17760807961.752","18833427459.6488","19792300930.646","20794124286.9322","21961656069.7283","23226161512.159","24277555753.6895","24209406246.5012","24147364523.1175","24316002341.1368","24040235500.2567","",
"New Caledonia","NCL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9029292541.17269","8989609784.55338","9169469614.56501","9198963715.64248","9369584143.73417","9599817699.28189","9609468444.43798","9756250740.94943","10729204061.621","10705646750.9039","10576271392.6843","11344969065.2611","11902968030.7845","12161335090.5516","12205578219.7796","13100475206.1661","13877470937.4878","14313601558.8515","15420245386.499","15722883262.058","17071618405.0803","17474125672.1112","19317461504.3835","20344209818.8535","21695500036.2081","22648507165.1493","23941572538.4699","25138435012.4332","26953222042.0265","28544214619.8074","",
"Nigeria","NGA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310358599711.53","311470777836.836","325895590531.836","319263228179.704","313468841684.775","313241060282.361","326384417250.402","335970652075.625","344642908316.617","346656060234.375","364044102047.63","385587083999.677","444694328612.319","477366887957.523","521525989891.598","555104526933.413","588740686241.184","627545352358.029","669995486886.938","723842522354.13","781790864062.299","823287730557.914","858113305207.652","915360921849.015","973117620702.128","998931446583.028","982780034192.258","990700126987.351","1009748886411.97","1032048476445.27","",
"Nicaragua","NIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14416238950.8897","14388951678.1851","14444542906.5681","14387785094.648","14868009950.177","15746993007.3775","16746024498.5594","17410280826.4668","18056494992.4822","19326944666.5956","20119656726.2165","20715368285.4619","20871549504.1324","21397665518.9436","22534346000.0773","23499356452.8224","24475125679.6579","25717438391.9191","26600979760.5531","25725058678.7814","26859657606.4749","28556304178.691","30411535099.1236","31909642305.5208","33436994937.1735","35039314715.2557","36638133280.4553","38334779852.6714","36820608257.7536","35392319355.3114","",
"Netherlands","NLD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547719073920.67","561078678313.732","570651078354.84","577827313304.404","594937314941.159","613475775766.84","634939711133.145","662426590314.638","693321617733.736","728223761817.418","758777427447.811","776433837394.759","778120823105.672","779331936248.452","794801252116.575","811101641103.422","839173779308.657","870834484477.305","889734421707.92","857108893113.165","868617631376.482","882091535240.42","873002869898.525","871866435894.458","884276542594.41","901601020867.33","921361534134.679","948181470187.003","970567229642.603","986847702624.476","",
"Norway","NOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175623607978.03","181041106988.466","187512232240.272","192847563474.855","202596832015.301","211015725813.045","221625485031.266","233337489865.763","239461260135.477","244281287931.547","252110452453.603","257341215903.087","261063023890.993","263438973258.838","273895958220.448","281086980543.607","287832480102.217","296450909466.196","297863142307.204","292718985345.082","294773386193.101","297666497064.742","305712642321.525","308873933949.028","314957342911.759","321152958372.42","324594301728.427","332135466131.602","336418513060.854","340303211438.579","",
"Nepal","NPL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26639133538.6096","28335553628.4806","29499126676.3088","30634798811.0336","33151754711.3449","34301607372.0184","36129294489.224","37953322579.9401","39098142610.1916","40823376800.4553","43354426157.0205","45435391854.2893","45489979376.7501","47284576243.5028","49498725345.2317","51220875615.6087","52944260771.1513","54750486139.879","58092805747.3829","60726198362.7966","63651023877.2667","65829052587.905","68976466153.4552","71824420066.3733","76125973566.9146","78655567683.3472","79118596098.4259","85624913439.6591","91362635002.0252","97749990905.4351","",
"Nauru","NRU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55273994.5463907","55273994.5463907","58623933.6098084","45224177.3561379","55273994.5463907","60298903.1415172","66998781.2683524","73698659.3951877","82073507.0537317","107198050.029364","135672532.068414","140697440.66354","145722349.258667","137347501.600122","145722349.258667","145722349.258667","",
"New Zealand","NZL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91954461408.4785","90951598526.3178","91947105976.6913","97823704269.5818","102831481005.992","107687235254.365","111582627350.477","113869514768.911","114778385244.696","121035041950.058","124551192660.3","128865874330.795","134889592221.324","141026919195.374","146707358024.746","151578641624.88","155893323295.376","160679603974.123","159024511971.953","158792390914.514","161263177281.901","165067028782.234","168763809604.232","173200273547.429","179479815036.34","185975131935.122","192814544190.868","198913456298.815","205112082191.723","210877926609.438","",
